,iteration,filename,logit_1,logits_2,logits_3,logits_4,logits_5,rating
75,104,104_im_61.png,1.1452942,-1.9851518,1.0052687,-0.63127166,1.1920418,5
76,104,104_im_75.png,0.22130403,-1.4122896,0.37638697,-0.6692604,0.80684006,5
77,104,104_im_74.png,0.43065223,-1.5140282,0.77497494,-0.59436285,1.3024838,5
78,104,104_im_60.png,0.31959668,-1.6936424,0.42787436,-0.6810111,0.5893556,5
79,104,104_im_48.png,0.5744167,-1.3390023,0.85717094,-0.6360368,1.6489142,5
80,104,104_im_13.png,0.2916989,-1.4915074,0.62214935,-0.62004286,1.0278379,5
81,104,104_im_6.png,0.24521859,-1.6380835,0.41564927,-0.68127775,0.70450985,5
82,104,104_im_7.png,0.3718665,-1.1897329,0.7975101,-0.49614498,1.376843,5
83,104,104_im_12.png,0.35247386,-1.5810381,0.25430813,-0.7047793,0.5195479,5
84,104,104_im_10.png,0.7180419,-1.7174929,0.78124726,-0.59808564,1.2762526,5
85,104,104_im_38.png,0.25066507,-1.6148869,0.36607596,-0.74971807,0.7299808,5
86,104,104_im_5.png,0.29700357,-1.6553298,0.42527786,-0.63969785,0.5808606,5
87,104,104_im_4.png,0.59587944,-1.4854373,0.51506895,-0.6773069,1.1991749,5
88,104,104_im_39.png,0.64568645,-1.7041826,0.5160263,-0.68693906,0.97143924,5
89,104,104_im_11.png,0.49349412,-1.6506426,0.55521995,-0.6807878,0.97223955,5
90,104,104_im_29.png,0.59489393,-1.7759411,0.65033597,-0.66953164,1.0218608,5
91,104,104_im_15.png,0.9165924,-1.8767507,0.6899974,-0.60658807,0.66195136,1
92,104,104_im_0.png,0.49442303,-1.6760534,0.08711488,-0.6859811,0.08054573,1
93,104,104_im_1.png,0.33749932,-1.6177105,0.61326087,-0.7024834,1.0168573,5
94,104,104_im_14.png,0.122127354,-1.4828652,0.3647063,-0.70099914,0.7155302,5
95,104,104_im_28.png,0.3678718,-1.1816738,0.8230609,-0.54485834,1.5746008,5
96,104,104_im_16.png,0.3174892,-1.5431136,0.3929175,-0.7536584,0.87015754,5
97,104,104_im_3.png,0.35858843,-1.307693,0.5299403,-0.4859478,1.0458921,5
98,104,104_im_2.png,0.38159475,-1.1775888,0.61022437,-0.20278247,1.0184469,5
99,104,104_im_17.png,0.93277293,-1.4812585,0.964523,-0.49431702,1.786064,5
100,168,168_im_59.png,-0.17438647,-0.88921565,0.5698736,-0.49230462,0.17660789,3
101,168,168_im_65.png,-0.36438805,-0.91148293,0.93920934,-0.30424878,0.68784386,3
102,168,168_im_71.png,-1.0222561,-0.56878394,1.2727586,0.055031553,0.5598629,3
103,168,168_im_70.png,-0.9621337,-0.27430454,1.3933369,0.1541168,0.84577006,3
104,168,168_im_64.png,-0.7973,-0.5349161,1.350541,-0.06718804,0.9335718,3
105,168,168_im_58.png,0.11389909,-0.9014561,0.5674095,-0.5550327,0.8370114,5
106,168,168_im_99.png,-0.031204129,-0.8480999,0.4866001,-0.378268,0.3065927,3
107,168,168_im_72.png,0.042941842,-0.8061069,0.83515465,-0.5299192,0.6666522,3
108,168,168_im_66.png,-0.82619315,0.4583542,1.6216305,0.56638294,1.7066324,5
109,168,168_im_67.png,0.3510122,-0.9969714,0.30034617,-0.76126593,0.53691024,5
110,168,168_im_73.png,-0.8150594,-0.45943692,1.2776519,0.16316082,0.7053687,3
111,168,168_im_98.png,0.11671422,-1.031224,0.76890135,-0.8772104,0.8420277,5
112,168,168_im_88.png,-0.60135204,-1.0554931,0.8798939,-0.2570697,0.41879034,3
113,168,168_im_77.png,-0.98628604,-0.07851529,1.4365083,0.30171698,1.0555174,3
114,168,168_im_63.png,-0.38973734,-0.88948494,0.95326793,-0.30333236,0.6624765,3
115,168,168_im_62.png,-0.30789444,-0.604116,1.2732661,-0.22194344,0.8313812,3
116,168,168_im_76.png,-0.11949297,-1.1348567,0.80652916,-0.780839,0.92473066,5
117,168,168_im_89.png,-0.5976368,-0.643169,1.2249049,-0.09504427,0.82235354,3
118,168,168_im_60.png,-0.6077609,-0.5167214,1.32455,-0.08654904,0.8106381,3
119,168,168_im_74.png,-0.294989,-0.7109434,1.2688029,-0.17252183,0.8458528,3
120,168,168_im_48.png,-0.8518292,-0.017465804,1.4720867,0.23216765,1.2277377,3
121,168,168_im_49.png,-1.047158,-0.36386308,1.4341828,0.16534348,0.57323563,3
122,168,168_im_75.png,-0.9412612,-0.66418177,1.2473888,-0.122578025,0.38935304,3
123,168,168_im_61.png,0.0038398558,-0.9118417,1.0873139,-0.49510053,1.3749139,5
124,168,168_im_12.png,-0.37853208,-0.8795431,1.0880288,-0.34111872,0.6728333,3
125,168,168_im_13.png,-0.9624635,-0.8584965,1.2585905,-0.12200765,0.2657829,3
126,168,168_im_39.png,-0.765378,-0.64094883,1.1205375,0.018887505,0.7843434,3
127,168,168_im_11.png,-0.76869035,-0.71529526,1.1651355,-0.07397196,0.63956064,3
128,168,168_im_10.png,-0.78490365,-0.35805985,1.302122,0.16444248,0.94388354,3
129,168,168_im_38.png,-1.0014158,-0.48041454,1.3367773,0.033858955,0.5207604,3
130,168,168_im_14.png,0.060783062,-0.7840975,0.7373072,-0.3806711,0.5147871,3
131,168,168_im_28.png,-0.4387129,-0.63909715,1.2896811,-0.1867224,0.808408,3
132,168,168_im_29.png,-0.27152202,-0.5923117,1.3346332,-0.20465551,1.1131619,3
133,168,168_im_15.png,0.5142497,-0.94080955,1.0133739,-0.8760172,1.2765899,5
134,168,168_im_17.png,-0.64953923,-0.75584435,1.077815,-0.11578782,0.8395367,3
135,168,168_im_8.png,-0.92774713,-0.12664455,1.4212829,0.1640947,1.06882,3
136,168,168_im_9.png,0.00860632,-0.86163783,0.17243122,-0.564785,-0.22131293,3
137,168,168_im_16.png,-0.98468894,-0.45085278,1.3320292,0.101716965,0.6921467,3
138,168,168_im_4.png,-0.5934609,-0.8754658,1.1068878,-0.23427649,0.5396783,3
139,168,168_im_27.png,-0.82238644,-0.6013092,1.3031512,0.020794466,0.6220695,3
140,168,168_im_33.png,-0.76994514,-0.8677303,1.092838,-0.16940457,0.505557,3
141,168,168_im_32.png,0.14529094,-0.9338245,0.6746219,-0.68282694,0.68899405,5
142,168,168_im_5.png,-0.7661417,-0.3670702,1.3020011,0.17855175,0.8267069,3
143,168,168_im_26.png,-0.38355765,-0.80973333,1.1791962,-0.3157753,1.0118511,3
144,168,168_im_18.png,0.036530767,-0.86272156,0.60037273,-0.5774228,0.52304065,3
145,168,168_im_30.png,-1.0062284,-0.4992501,1.3819232,-0.07525149,0.49725926,3
146,168,168_im_24.png,-0.48433176,-0.7800516,1.1994425,-0.29633003,0.7700249,3
147,168,168_im_7.png,-0.846133,-7.9068355e-05,1.426943,0.31916916,1.1358924,3
148,168,168_im_25.png,-0.12955564,-1.0298123,0.8952408,-0.73537135,0.8680799,3
149,168,168_im_6.png,-0.652323,-0.54467326,1.2543318,-0.02480127,0.6370721,3
150,168,168_im_31.png,0.3638294,-0.95747524,0.71869755,-0.89259696,1.0240577,5
151,168,168_im_19.png,-0.9334422,-0.61446995,1.2952038,0.052034184,0.42459387,3
152,168,168_im_35.png,-0.29732403,-0.7640924,1.1000438,-0.26201883,0.68537515,3
153,168,168_im_2.png,-0.95158887,-0.5389176,1.2512711,0.1176423,0.6525372,3
154,168,168_im_21.png,-0.30054754,-0.93665415,1.0007743,-0.3108063,0.8799794,3
155,168,168_im_3.png,-0.91050845,-0.8215366,1.1630903,-0.104449004,0.31904536,3
156,168,168_im_20.png,-1.0136191,-0.22194007,1.3986063,0.27444458,0.7664352,3
157,168,168_im_34.png,0.19128838,-0.8888312,0.37476692,-0.5470496,0.27320045,3
158,168,168_im_22.png,-0.3132185,-0.8002908,1.125856,-0.2312876,0.8812244,3
159,168,168_im_1.png,-0.64481974,-0.6900086,1.3301374,-0.20010862,0.67044324,3
160,168,168_im_36.png,-0.4333707,-0.74553066,1.0438671,-0.3160991,0.5195023,3
161,168,168_im_37.png,-0.83279765,-0.3836996,1.320116,0.20698622,0.85560983,3
162,168,168_im_23.png,-0.47213525,-0.109256536,1.304537,0.2623332,1.4913926,5
163,168,168_im_0.png,0.5726023,-0.7215668,0.5570135,-0.6167984,0.478359,1
164,168,168_im_87.png,-0.041260835,-0.787648,0.705076,-0.4072336,0.61440974,3
165,168,168_im_93.png,-0.82163405,-0.84440845,1.1923118,-0.22504324,0.39709795,3
166,168,168_im_78.png,1.2923014,-0.81251216,0.7584983,-0.8858389,1.3692607,5
167,168,168_im_44.png,0.009635663,-1.1370085,0.52842283,-0.8257191,0.7364828,5
168,168,168_im_50.png,-0.50050837,-0.34012496,1.1186332,0.16703637,1.147074,5
169,168,168_im_51.png,-0.24925184,-0.6927162,1.1259998,-0.20753667,0.8879499,3
170,168,168_im_45.png,-0.053583648,-0.9405045,0.7390566,-0.60725033,0.6439863,3
171,168,168_im_79.png,-0.57888937,-0.73347396,1.0823516,-0.14303683,0.9357618,3
172,168,168_im_92.png,-0.35739368,-0.8320016,1.031809,-0.33041844,0.7364806,3
173,168,168_im_86.png,-0.81868005,-0.4268166,1.2922745,0.040587917,0.8280852,3
174,168,168_im_90.png,0.18044057,-1.0180607,0.3807749,-0.7820719,0.46727195,5
175,168,168_im_84.png,-0.5666977,-0.8002987,1.1683236,-0.21683085,0.80412173,3
176,168,168_im_53.png,-0.30370784,-0.66897744,1.0938438,-0.216955,0.62269527,3
177,168,168_im_47.png,-0.18449417,-1.020602,0.9459777,-0.7235818,1.0026801,5
178,168,168_im_46.png,-0.67042303,-0.9741283,0.95526206,-0.2514494,0.61805725,3
179,168,168_im_52.png,-0.87771106,-0.5227428,1.2828058,-0.0143209845,0.67321557,3
180,168,168_im_85.png,1.1112984,-0.7491627,-0.26215568,-0.9371775,-0.16697735,1
181,168,168_im_91.png,-0.04358756,-0.6607055,0.64248455,-0.34373632,0.25542998,3
182,168,168_im_95.png,-0.05013701,-0.88029927,0.93075013,-0.5232531,0.7865427,3
183,168,168_im_81.png,-0.8486737,-0.068589985,1.4139893,0.27754733,1.223554,3
184,168,168_im_56.png,0.9666153,-0.8140072,-0.049612664,-0.80924726,0.4778786,1
185,168,168_im_42.png,-0.22203824,-0.6023021,1.1686658,-0.16786392,1.1815834,5
186,168,168_im_43.png,-0.804912,-0.84057486,1.2088867,-0.11543979,0.32501745,3
187,168,168_im_57.png,0.1476152,-0.8870951,0.5948918,-0.52300817,0.6795778,5
188,168,168_im_80.png,-0.30986258,-0.9790624,1.1069775,-0.4310364,0.8455096,3
189,168,168_im_94.png,-0.13406995,-1.0099953,0.41146755,-0.61435217,0.1577688,3
190,168,168_im_82.png,-0.84110653,-0.10351291,1.4062282,0.24154568,1.2149892,3
191,168,168_im_96.png,-0.6887413,-0.8001799,1.0855398,-0.10611133,0.4978736,3
192,168,168_im_41.png,-0.9588965,-0.1372351,1.4162486,0.28714487,1.047739,3
193,168,168_im_55.png,-0.45265028,-0.8296353,1.2266101,-0.30425248,0.819917,3
194,168,168_im_69.png,-0.65793264,-0.67206806,1.1449724,-0.07053276,0.8603334,3
195,168,168_im_68.png,-0.9196916,-0.37197584,1.324228,0.17775789,0.7285804,3
196,168,168_im_54.png,-0.74096686,-0.6204999,1.2474707,-0.06756659,0.7442319,3
197,168,168_im_40.png,-0.21978322,-1.0500691,0.9628148,-0.6019677,0.9833132,5
198,168,168_im_97.png,-0.68513334,-0.046950284,1.4303409,0.3298687,1.5633706,5
199,168,168_im_83.png,-0.6966853,-0.8359259,1.184522,-0.2037455,0.5804974,3
200,for_brisque,real_im374.png,-2.3607633,0.93709403,2.4452834,0.8101079,1.3182172,3
201,for_brisque,real_im412.png,-1.7243729,1.2518766,1.4977537,1.2674402,2.0139005,5
202,for_brisque,real_im406.png,-1.5923463,1.1483997,1.7346668,1.4672935,1.9617786,5
203,for_brisque,real_im_138.png,-1.7872658,1.5316453,2.701024,0.74904805,1.3777863,3
204,for_brisque,real_im360.png,-3.7414472,4.218053,2.574827,-2.411624,1.3846087,2
205,for_brisque,real_im_110.png,-1.9421854,-0.11747095,1.6719675,-0.3463493,0.12059211,3
206,for_brisque,real_im348.png,-2.1830635,2.2138293,2.8830824,1.8363458,2.409354,3
207,for_brisque,real_im_104.png,-2.063483,1.062853,2.2823942,-0.21611035,1.1100346,3
208,for_brisque,real_im_448.png,-1.9887838,1.7080672,2.5511067,1.2284561,2.1405702,3
209,for_brisque,real_im610.png,-1.3221357,2.5465016,2.6125674,1.9719768,3.42582,5
210,for_brisque,real_im604.png,-4.2687907,4.9578166,2.9455862,-1.6543286,3.1168787,2
211,for_brisque,real_im_474.png,-3.0830681,2.6845458,3.1069205,1.3973004,2.5615458,3
212,for_brisque,real_im_312.png,-3.3235807,2.4001887,3.0437508,0.2721389,2.033251,3
213,for_brisque,real_im_306.png,-1.9406562,1.4130917,2.5245528,1.1200461,1.6850425,3
214,for_brisque,real_im_460.png,-1.955629,-0.64624304,1.4653405,0.35623184,-0.059440147,3
215,for_brisque,real_im638.png,-0.9014406,1.0549709,1.3810111,1.0539407,1.7363536,5
216,for_brisque,real_im_528.png,-2.1871002,1.6425424,2.306682,1.4916053,2.2312734,3
217,for_brisque,real_im_500.png,-1.4518963,0.2879515,1.5347288,0.7268713,0.99486613,3
218,for_brisque,real_im_266.png,-1.6634324,0.99027467,2.1164088,0.5486547,1.2373654,3
219,for_brisque,real_im_272.png,-1.7227423,1.4405763,2.6863205,0.99367505,1.4421189,3
220,for_brisque,real_im_514.png,-1.2620878,2.361982,2.275857,1.9172587,3.8728082,5
221,for_brisque,real_im_299.png,-1.3242157,0.94147724,1.7376271,0.9373728,1.3684078,3
222,for_brisque,real_im566.png,-1.7127011,2.2936988,2.5208533,1.826345,2.8135135,5
223,for_brisque,real_im572.png,-2.1324172,3.2973568,2.9754095,2.5167553,3.8445175,5
224,for_brisque,real_im599.png,-1.0306318,1.0995358,1.6082276,0.95796716,2.1833956,5
225,for_brisque,real_im598.png,-2.4405093,2.6409729,1.6228877,1.4064411,2.5769017,2
226,for_brisque,real_im573.png,-1.83958,2.4436343,2.6736894,2.026035,3.0849788,5
227,for_brisque,real_im567.png,-1.7511137,1.741364,2.1435208,1.6615069,2.3753545,5
228,for_brisque,real_im_298.png,-1.5794399,1.724771,3.1086833,1.4919708,2.3801022,3
229,for_brisque,real_im_273.png,-1.5048983,0.8860615,1.8397909,0.65828884,0.9781356,3
230,for_brisque,real_im_515.png,-1.6023959,2.3196552,1.6345572,1.7560601,2.9488313,5
231,for_brisque,real_im_501.png,-0.32086942,1.7028391,1.857112,1.4235947,3.5510712,5
232,for_brisque,real_im_267.png,-1.9208276,1.6948764,2.7914207,1.2377344,1.7400358,3
233,for_brisque,real_im_529.png,-1.7049087,3.8131106,2.9943595,1.6538638,4.719076,5
234,for_brisque,real_im_307.png,-3.181646,2.1026692,1.8061929,0.72993433,2.0991204,2
235,for_brisque,real_im639.png,-1.1948832,2.4165514,2.248993,2.0034838,3.4462035,5
236,for_brisque,real_im_461.png,-2.2991827,-0.67182606,1.4801995,0.4035022,-0.4558481,3
237,for_brisque,real_im_475.png,-1.6351485,0.7270202,2.013283,1.0532725,1.716548,3
238,for_brisque,real_im_313.png,-2.4289606,0.49971947,2.2895591,0.29446048,0.5500872,3
239,for_brisque,real_im605.png,-1.9180853,4.3845644,3.8956532,0.88814265,5.054244,5
240,for_brisque,real_im611.png,-1.4844811,2.3414457,1.956338,1.9338126,3.1724381,5
241,for_brisque,real_im_449.png,-2.0755427,2.1535184,2.7760549,1.6782516,2.5613976,3
242,for_brisque,real_im_105.png,-2.1929836,1.9648464,3.6473017,0.803556,1.7449226,3
243,for_brisque,real_im349.png,-1.5430298,2.6227036,3.1769433,1.5315818,3.1184971,3
244,for_brisque,real_im_111.png,-1.6389874,0.8683926,2.2039983,0.78173167,1.219334,3
245,for_brisque,real_im407.png,-1.6923652,2.171071,2.4586587,2.0259953,3.1034257,5
246,for_brisque,real_im361.png,-1.7985654,0.43255666,2.0542846,0.13859856,0.19148682,3
247,for_brisque,real_im_139.png,-1.7017375,1.7894115,3.550871,0.8781045,1.4741222,3
248,for_brisque,real_im375.png,-1.8749518,1.0907362,2.5101066,0.8948874,0.8188456,3
249,for_brisque,real_im413.png,-2.471601,1.175144,2.5297217,1.1729913,1.3092571,3
250,for_brisque,real_im363.png,-1.2774649,1.5255897,2.1229718,0.78727746,1.9068396,3
251,for_brisque,real_im405.png,-1.7832158,0.7636519,2.0997322,0.64533466,0.75376403,3
252,for_brisque,real_im411.png,-2.0849688,0.9124792,2.289943,1.0273583,1.2700167,3
253,for_brisque,real_im_649.png,-1.3866396,0.7021213,1.8124279,0.8314863,1.736719,3
254,for_brisque,real_im377.png,-2.1826503,2.6245394,3.3713646,2.1279886,2.8748605,3
255,for_brisque,real_im_107.png,-1.8577795,1.0970964,2.3349323,0.77675253,1.2256274,3
256,for_brisque,real_im439.png,-3.3141882,5.247321,2.7756214,-0.24403128,2.3239691,2
257,for_brisque,real_im_113.png,-2.4013631,-0.32621586,1.8162022,0.5234578,-0.5725752,3
258,for_brisque,real_im388.png,-1.4889178,-0.24599136,1.0044563,0.70515114,0.452039,3
259,for_brisque,real_im607.png,-1.5910203,3.7105942,2.8882298,1.9399745,4.3835344,5
260,for_brisque,real_im_339.png,-2.110556,2.37833,3.9472938,0.9180657,1.6859484,3
261,for_brisque,real_im613.png,-1.1443057,0.96232027,1.2602952,1.0796063,1.363487,5
262,for_brisque,real_im_463.png,-0.8744221,2.1544101,2.2632756,1.7545,3.6309416,5
263,for_brisque,real_im_305.png,-2.1268184,0.85418576,2.5896945,0.3499995,0.72101533,3
264,for_brisque,real_im_311.png,-1.6960022,2.27496,2.8852248,1.8310795,2.7156498,3
265,for_brisque,real_im_477.png,-2.505317,1.351973,2.689195,1.2823746,1.35993,3
266,for_brisque,real_im_488.png,-2.5976088,6.389048,1.8953564,-0.510145,2.359927,2
267,for_brisque,real_im_259.png,-1.943799,1.4407985,2.9498887,0.8447373,0.9651871,3
268,for_brisque,real_im_517.png,-1.7534932,2.1935723,2.865993,1.174504,2.8765342,5
269,for_brisque,real_im_271.png,-2.2899973,1.7566221,2.8003886,1.272438,1.9010189,3
270,for_brisque,real_im_265.png,-1.6168802,0.19896582,1.8435973,0.30188844,0.44609833,3
271,for_brisque,real_im_503.png,-1.7011316,2.3752928,2.6754608,1.7394706,2.879234,5
272,for_brisque,real_im571.png,-2.2990537,3.68467,3.42934,1.4817244,2.9757144,2
273,for_brisque,real_im565.png,-1.3084184,1.513103,1.1652386,1.5080472,2.3058534,5
274,for_brisque,real_im559.png,-0.03301647,2.21963,1.616402,1.4554921,3.813833,5
275,for_brisque,real_im558.png,-0.72189564,2.1553886,1.8773619,1.7799579,3.5171165,5
276,for_brisque,real_im564.png,-1.646342,0.9584337,1.9970077,0.9874889,1.4035038,3
277,for_brisque,real_im570.png,-3.57461,3.6278346,3.3931398,1.3389137,2.783887,2
278,for_brisque,real_im_264.png,-2.1142268,1.701436,2.6873727,1.7012111,1.699729,3
279,for_brisque,real_im_502.png,-2.2082536,1.5653926,2.4186988,1.2663982,2.1184084,3
280,for_brisque,real_im_516.png,-1.3138033,1.8933207,2.1228063,1.5879917,2.965267,5
281,for_brisque,real_im_270.png,-1.6484003,1.0694993,2.7228498,1.0696046,1.3479071,3
282,for_brisque,real_im_258.png,-1.7571253,0.5943857,1.9293725,0.8557629,0.9280325,3
283,for_brisque,real_im_489.png,-1.4172158,0.35054892,1.5302687,0.6058461,0.8380002,3
284,for_brisque,real_im_310.png,-1.8458061,2.452641,3.6926968,1.4339309,2.4245043,3
285,for_brisque,real_im_476.png,-2.0077097,1.9218166,2.55753,1.882472,2.1893322,3
286,for_brisque,real_im_462.png,-1.7864847,1.9056482,2.7117114,1.5986832,2.2364671,3
287,for_brisque,real_im_304.png,-1.8922255,1.0054111,2.5252376,0.629556,0.8281418,3
288,for_brisque,real_im612.png,-2.1300561,1.3246408,2.227776,1.4295125,2.0990183,3
289,for_brisque,real_im606.png,-1.1143807,2.1442156,2.2340589,1.527862,3.104429,5
290,for_brisque,real_im_338.png,-1.7702408,0.85223204,2.1383147,0.8606258,1.0152475,3
291,for_brisque,real_im389.png,-3.8343582,4.175166,3.9353533,0.91502666,2.2282255,2
292,for_brisque,real_im_112.png,-1.4763016,0.8852915,2.1644552,0.86285466,1.2985065,3
293,for_brisque,real_im_106.png,-2.0701191,0.16389313,1.9612379,0.22637329,0.26170576,3
294,for_brisque,real_im438.png,-1.865851,1.7922747,2.3591673,1.5439457,2.1935766,3
295,for_brisque,real_im_648.png,-2.0382645,1.4905095,1.7942781,1.602776,1.9680321,5
296,for_brisque,real_im410.png,-1.6158184,2.9331021,3.4555469,1.9235067,2.9257405,3
297,for_brisque,real_im376.png,-2.067457,1.5591071,2.738763,0.8087906,1.8439267,3
